time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-27 00:00:00+00:00,1049,10,42,24
2025-01-28 00:00:00+00:00,235,7,64,18
2025-01-29 00:00:00+00:00,453,9,69,16
2025-01-30 00:00:00+00:00,1815,20,65,18
2025-01-31 00:00:00+00:00,1126,13,50,21
2025-02-01 00:00:00+00:00,488,8,20,7
2025-02-02 00:00:00+00:00,1095,16,38,11
2025-02-03 00:00:00+00:00,1286,18,102,24
2025-02-04 00:00:00+00:00,454,12,25,7
2025-02-05 00:00:00+00:00,2139,15,48,8
2025-02-06 00:00:00+00:00,2578,20,104,20
2025-02-07 00:00:00+00:00,2570,19,83,14
2025-02-08 00:00:00+00:00,204,6,21,10
2025-02-09 00:00:00+00:00,12,4,19,9
