time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-10 00:00:00+00:00,2078,17,62,26
2025-04-11 00:00:00+00:00,2080,17,165,27
2025-04-12 00:00:00+00:00,1883,15,55,20
2025-04-13 00:00:00+00:00,134,10,24,9
2025-04-14 00:00:00+00:00,1570,15,96,18
2025-04-15 00:00:00+00:00,948,11,131,29
2025-04-16 00:00:00+00:00,234,10,75,11
2025-04-17 00:00:00+00:00,11,7,75,15
2025-04-18 00:00:00+00:00,509,16,43,15
2025-04-19 00:00:00+00:00,17,8,32,6
2025-04-20 00:00:00+00:00,11,10,24,6
2025-04-21 00:00:00+00:00,584,11,39,10
2025-04-22 00:00:00+00:00,42,11,62,21
2025-04-23 00:00:00+00:00,484,13,157,25
