time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-17 00:00:00+00:00,229,8,108,18
2025-01-18 00:00:00+00:00,116,5,27,8
2025-01-19 00:00:00+00:00,338,6,41,12
2025-01-20 00:00:00+00:00,337,5,98,29
2025-01-21 00:00:00+00:00,444,4,129,20
2025-01-22 00:00:00+00:00,1257,4,124,21
2025-01-23 00:00:00+00:00,1281,13,250,42
2025-01-24 00:00:00+00:00,834,6,87,28
2025-01-25 00:00:00+00:00,341,7,23,9
2025-01-26 00:00:00+00:00,6,4,28,7
2025-01-27 00:00:00+00:00,1049,10,42,24
2025-01-28 00:00:00+00:00,235,7,64,18
2025-01-29 00:00:00+00:00,453,9,69,16
2025-01-30 00:00:00+00:00,1659,18,65,18
