url_path,views_total,views_unique
/SeisSol/SeisSol,209,74
/SeisSol/SeisSol/tree/master/src,91,18
/SeisSol/SeisSol/pulls,88,8
/SeisSol/SeisSol/tree/master/src/DynamicRupture,26,4
/SeisSol/SeisSol/blob/master/preprocessing/science/generating_ASAGI_file.py,24,3
/SeisSol/SeisSol/tree/master/src/Equations,23,6
/SeisSol/SeisSol/blob/master/src/DynamicRupture/FrictionLaws/RateAndState.h,22,1
/SeisSol/SeisSol/tree/master/src/Equations/elastic,18,6
/SeisSol/SeisSol/pull/1135,17,7
/SeisSol/SeisSol/tree/master/src/DynamicRupture/FrictionLaws,17,3
