time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-18 00:00:00+00:00,742.0,12.0,117,16
2024-10-19 00:00:00+00:00,2.0,2.0,16,8
2024-10-20 00:00:00+00:00,,,82,12
2024-10-21 00:00:00+00:00,7.0,5.0,69,20
2024-10-22 00:00:00+00:00,76.0,3.0,112,19
2024-10-23 00:00:00+00:00,222.0,3.0,65,26
2024-10-24 00:00:00+00:00,592.0,4.0,67,28
2024-10-25 00:00:00+00:00,132.0,5.0,29,11
2024-10-26 00:00:00+00:00,183.0,2.0,16,8
2024-10-27 00:00:00+00:00,3.0,2.0,15,9
2024-10-28 00:00:00+00:00,180.0,1.0,69,15
2024-10-29 00:00:00+00:00,935.0,3.0,26,13
2024-10-30 00:00:00+00:00,258.0,4.0,108,22
2024-10-31 00:00:00+00:00,2.0,1.0,33,10
