url_path,views_total,views_unique
/SeisSol/SeisSol,102,70
/SeisSol/SeisSol/issues,21,11
/SeisSol/SeisSol/pulls,20,9
/SeisSol/SeisSol/blob/master/src/DynamicRupture/FrictionLaws/CpuImpl/LinearSlipWeakening.cpp,14,1
/SeisSol/SeisSol/tree/master/preprocessing/meshing/gmsh_example,8,6
/SeisSol/SeisSol/blob/master/postprocessing/visualization/receiver/bin/viewrec,7,5
/SeisSol/SeisSol/issues/1495,7,4
/SeisSol/SeisSol/commits/master,7,3
/SeisSol/SeisSol/tree/master/external,7,3
/SeisSol/SeisSol/discussions/1503,7,2
