time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-18 00:00:00+00:00,401,9,25,13
2025-12-19 00:00:00+00:00,319,21,41,14
2025-12-20 00:00:00+00:00,69,10,46,21
2025-12-21 00:00:00+00:00,6,6,13,12
2025-12-22 00:00:00+00:00,131,15,16,10
2025-12-23 00:00:00+00:00,171,12,30,12
2025-12-24 00:00:00+00:00,110,14,49,15
2025-12-25 00:00:00+00:00,20,7,31,23
2025-12-26 00:00:00+00:00,28,9,11,7
2025-12-27 00:00:00+00:00,186,14,33,15
2025-12-28 00:00:00+00:00,19,7,11,8
2025-12-29 00:00:00+00:00,394,12,48,15
2025-12-30 00:00:00+00:00,344,18,24,11
2025-12-31 00:00:00+00:00,385,27,18,14
