time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-10 00:00:00+00:00,38,16,29,15
2025-07-11 00:00:00+00:00,861,17,168,15
2025-07-12 00:00:00+00:00,17,7,8,8
2025-07-13 00:00:00+00:00,631,21,18,6
2025-07-14 00:00:00+00:00,1283,19,133,14
2025-07-15 00:00:00+00:00,37,7,56,16
2025-07-16 00:00:00+00:00,2302,29,158,22
2025-07-17 00:00:00+00:00,977,14,30,18
2025-07-18 00:00:00+00:00,642,18,67,19
2025-07-19 00:00:00+00:00,150,11,21,8
2025-07-20 00:00:00+00:00,153,16,53,10
2025-07-21 00:00:00+00:00,1427,18,76,23
2025-07-22 00:00:00+00:00,951,18,56,9
2025-07-23 00:00:00+00:00,827,12,46,19
