time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-25 00:00:00+00:00,132,5,29,11
2024-10-26 00:00:00+00:00,183,2,16,8
2024-10-27 00:00:00+00:00,3,2,15,9
2024-10-28 00:00:00+00:00,180,1,69,15
2024-10-29 00:00:00+00:00,935,3,26,13
2024-10-30 00:00:00+00:00,258,4,108,22
2024-10-31 00:00:00+00:00,2,1,33,10
2024-11-01 00:00:00+00:00,113,4,16,3
2024-11-02 00:00:00+00:00,74,2,27,6
2024-11-03 00:00:00+00:00,2,2,69,7
2024-11-04 00:00:00+00:00,1024,4,43,17
2024-11-05 00:00:00+00:00,36,1,70,14
2024-11-06 00:00:00+00:00,298,3,129,14
2024-11-07 00:00:00+00:00,41,4,68,17
